cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,supersaturation,nucleation_rate,growth_rate,solvent_effect,phase_label,prob_3d,prob_0d,prob_2d,prob_mixed,prob_failed,bandgap,plqy,emission_peak,particle_size,emission_fwhm,size_distribution_width,lifetime,stability_score,phase_purity,sample_id,dataset_version
1.1316313861344702,2.0,131.58811374878982,0.0,0.1979092879820207,26.544001077646964,4,0.5121796392003503,703662979.446644,22.6232465189126,0.9,0,0.4332655937596093,0.0,0.13679856540121818,0.32114610630490487,0.10878973453426757,2.1935772321362905,1.0,556.8474906374714,17.52914632582666,29.10577362195481,0.27685574782365824,18.95363263074788,0.9702626100014975,0.853528427433589,0,1.0
0.5674678102339646,1.2816309020102048,170.79916370817728,0.9604999907139387,0.44702323358600693,12.011113748696896,0,0.1876668949292315,63826935.54689346,2.126225864580485,1.2,3,0.3825518922997211,0.0,0.378568024013766,0.1606592702966708,0.07822081338984205,2.4769766683545815,0.41412064348846406,493.9518015175026,13.657459582867551,18.84890588406408,0.3725820993957453,6.909025995362489,0.8876373715233012,0.4604849367844621,1,1.0
1.4306957456541252,1.606370180235029,165.01590945676256,0.0,0.2652888552101693,54.62407590641964,2,0.5825206525023146,651579880.3480532,26.314839305653184,0.5,3,0.4797923122877379,0.0,0.022051892602718535,0.3784508678920166,0.11970492721752699,2.6009630521881286,0.2759168372425809,489.26531345757616,17.814910903316168,20.104852299943506,0.523225466602685,6.877545703186036,0.7539047996451275,0.5393395967423277,2,1.0
1.4108393192331632,1.2154179107797236,159.65567706420399,1.2181445180338133,0.6367624355097774,45.44514705264303,0,0.42730622036503374,369915589.52852535,3.4897755006938844,1.2,0,0.7334220229128716,0.0,0.0,0.18392550075318784,0.08265247633394054,2.1933397649159274,1.0,554.0095654447039,23.396733368256218,16.799579079325127,0.4259851086232971,3.685259787510242,0.9336278005567228,0.8905374055877663,3,1.0
1.3240180555496035,1.5361542970170015,123.46091686465654,0.0,0.1955658100154555,1.83706417623178,3,0.4464703070018328,579964235.2194916,18.64952967747135,0.8,0,0.5577937681612288,0.0,0.02111135406965742,0.3137196973260556,0.10737518044305823,2.31130688796958,0.7970478335320799,546.7691533502414,13.672933283364818,20.97119310197481,0.21797665152449353,19.18166015396376,0.7556645179807595,0.9861169604059297,4,1.0
1.5897700330529945,1.8023846588775119,167.95398542711257,0.0,1.2581787991323208,4.805178811772184,0,0.7329435663665527,1001673497.4404643,9.063666222964713,1.2,0,0.735170829123809,0.0,0.038007873875439274,0.15052988948063148,0.07629140752012029,2.131047895053662,0.9231221981585478,593.9515545577545,15.392843690133018,20.009911642510247,0.7321795371262154,9.882463658167289,0.8319102643922456,0.9044922094680186,5,1.0
0.6806354905023562,1.0703025793630332,164.097112634762,1.2279515740206708,1.172163458316192,23.36419462569281,2,0.18411408408630986,65691521.14350116,1.2084479795202647,0.5,2,0.3581917163225668,0.0,0.10672545759232353,0.4094695739114921,0.12561325217361755,2.865036272468749,0.7767692471917452,428.17409671318495,19.307943456687294,19.96238548029624,0.24367354179808143,7.097879874121879,0.9064082632043098,0.8334929153474884,6,1.0
2.439589017735535,0.8050885934588282,222.82992672603478,0.0,0.4673887326768859,47.02622372633098,0,0.5841994486526256,367607369.9564768,22.943197994519785,1.2,3,0.5868826912677526,0.10094796670427582,0.0,0.26917286260491635,0.042996479423055234,2.5918945989632016,0.42463201795720357,475.72131246779037,18.70890492873601,20.72564824100691,0.2405787092817247,4.2507244149264265,0.9906600622333469,0.5298130824427754,7,1.0
1.8450769324557066,0.6578150980552485,152.6250994579316,0.7003037204781246,0.0,17.28130290899794,1,0.29558997013707816,189905263.63815218,5.637165920456536,1.0,3,0.38175226587701994,0.3311890533124727,0.0,0.23166947315098776,0.055389207659519574,2.7125261017106626,0.4229727415188959,466.1403354259147,17.22374416682252,20.173865517165897,0.3269659663319252,1.8162606235215284,0.8805562800195799,0.5035679202672991,8,1.0
2.76527540496086,2.0,200.86111940673527,0.0,1.2840018476719903,59.455003931528026,1,1.555117110049228,3244871040.483086,22.56951925739663,1.0,0,0.6293518811237163,0.0,0.0,0.2713444198560784,0.0993036990202054,2.3091756335262206,0.9958848163513373,532.3032148346108,22.70409957191245,13.76299701293537,0.266670255469749,13.882018820134839,0.9696720952168647,0.8563038170770532,9,1.0
1.1257550942436878,1.58269563305683,191.73918243681624,1.019746212274146,1.394242872246347,55.22578241301504,1,0.48867976104059235,351023358.16704834,3.7271067894558363,1.0,0,0.5924227353306978,0.0,0.13407852401098191,0.18973894215298912,0.08375979850533126,2.289029724365094,1.0,521.0253525311014,21.89224935835326,25.755587026962363,0.2092847554804678,23.91164947412598,1.0,0.8978851586926159,10,1.0
