cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,supersaturation,nucleation_rate,growth_rate,solvent_effect,phase_label,prob_3d,prob_0d,prob_2d,prob_mixed,prob_failed,bandgap,plqy,emission_peak,particle_size,emission_fwhm,size_distribution_width,lifetime,stability_score,phase_purity,sample_id,dataset_version
1.986972269357418,1.6684231151657551,191.98066309758008,0.0,0.35102443910041353,25.61441169531001,1,0.9098560958217136,1213903020.460151,38.72845049098089,1.0,3,0.7037512086682387,0.0,0.0,0.20884898471867946,0.0873998066130818,2.5713638628731914,0.4567613778860065,485.186683129314,13.957255322744398,18.792847176375034,0.20354191162514446,3.4764792586347086,0.7515077480782646,0.6696591796546796,0,1.0
1.446465190268351,2.0,177.73901048738307,0.5171767853392135,0.8993092965627616,10.45331045761387,3,0.7622132748521372,982295833.1143591,8.933483456877758,0.8,2,0.5350350477053247,0.0,0.10334690740047062,0.26375915771113184,0.09785888718307273,2.9892823687893797,0.5746633724224244,419.1239032506507,16.47185073743394,27.33391278449488,0.2526361641434885,4.400607886671372,0.7702683698030242,0.9416294669197114,1,1.0
2.1427696045050837,0.5217881466854767,151.78891109760522,0.816697334947902,1.3929913261897877,11.085247742830049,4,0.27154009653364003,161605847.48893532,1.7845165136619567,0.9,1,0.48896511920679,0.327667600913135,0.0,0.1531457246358061,0.030221555244268773,3.8148198965248206,0.39821100577913,319.8705362209197,8.501846859022223,22.52778926607504,0.23413545484850642,8.151751619003939,0.8408691821663652,0.9665517336905428,2,1.0
3.0,1.3913503947016452,130.5918966688328,0.0,0.0,25.67054250160518,0,0.9411369332695337,2399673926.357529,122.90485714075713,1.2,3,0.1417917434242249,0.42996629474614556,0.0,0.33106658741082695,0.09717537441880277,2.8559124807927785,0.17697372695156546,431.80463793425133,18.867166861370166,22.181178524005276,0.3655365363551361,4.904401499230421,0.5794511674776904,0.5782560862875743,3,1.0
1.3787513125484436,0.7584100167477901,170.9466994084077,0.0,0.0,45.67969571825454,3,0.26994103822068316,131863848.07683298,46.14552951870462,0.8,3,0.1963858891121435,0.13854293809816168,0.0,0.5186597851433437,0.1464113876463512,2.488152041197618,0.48338857455005724,494.25664333620705,19.574136251508534,14.045417470131365,0.36112605146416127,3.546451724332314,0.6889056403308512,0.6697265420029717,4,1.0
1.3787626306087308,0.8230218514274233,161.80456156265248,0.8171401704909059,0.7962394246703255,53.979914164019526,3,0.28472021320481766,160741611.5310039,2.6887812482262756,0.8,3,0.31574639110644426,0.07956948404733212,0.0,0.4679346648708278,0.13674945997539578,2.5610900555745038,0.7610794721581086,502.35782479760036,21.021521307119286,23.393640346397095,0.26106900708730946,3.24476528627419,0.8865317498513634,0.5849576113891686,5,1.0
3.0,0.7808229917231877,176.85579660083198,1.1452337007812563,0.0,5.963532073303588,0,0.6155672033542396,646362244.9317411,8.742666379994192,1.2,3,0.5519114512513513,0.25645055911635906,0.0,0.1651288273912314,0.02650916224105823,2.46870013710335,0.4691240087517597,514.0604756838329,11.752907819004303,15.354318297451208,0.2932705279773045,5.665438659170376,0.8561192047916827,0.4473498030338936,6,1.0
2.274982353131626,0.6816729915421315,169.0551540504591,1.2521384432870024,1.4934903531533363,24.193130546004664,1,0.39803139538914023,292171232.6641392,2.3646534273410484,1.0,0,0.4838365065519785,0.2769370240641559,0.0,0.19965715480660537,0.0395693145772602,2.3451442911082063,1.0,544.7955044185233,19.162803235341322,14.32989907032521,0.29269966259603336,13.111175562387615,0.9641541644936011,0.8847799503993997,7,1.0
1.2257068989928386,1.0757853770564143,181.48658145958007,0.6662576119655118,1.4718656827232242,6.914488259649721,1,0.35125753366202445,200939393.26541102,2.848302823509548,1.0,3,0.7110785998856413,0.0,0.0,0.20269397609606132,0.0862274240182974,2.685800222615743,0.4997009034464091,463.0548211620281,17.930697309667938,18.26614211616644,0.3755378255337642,4.505328072207163,0.7212365527959519,0.31611126509415516,8,1.0
2.0330455764632944,0.6930279878941622,133.94294365318297,0.4604765415337257,0.0,1.9789563573232751,4,0.32160147425442887,270975014.7995195,7.685646936616615,0.9,3,0.35691788535406893,0.3787157490326695,0.0,0.21062117794346522,0.053745187669796336,2.773736010269213,0.6784807132536772,424.00835531051575,15.025284231681672,17.07103638275655,0.25533894366687265,5.666461069980043,0.7378695777241114,0.45456622473223246,9,1.0
