cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,cs_pb_ratio,supersaturation,ligand_ratio,temp_normalized,solvent_effect,phase_label,bandgap,plqy,particle_size,emission_peak
1.4363502971184063,0.7448996623510401,177.23929930821078,0.648256954077822,0.7202679239473956,47.968694123670325,3,1.9282466749750176,1.3504738786131982,0.6274039671996552,0.5719958782835928,0.8,3,2.497225289932995,0.410759246023792,7.759808132679671,491.07689542395235
2.87678576602479,0.7198639584223997,216.92349598099767,0.17238636210516622,0.6872830044131277,43.28489106661138,2,3.996290871860483,1.87707545780339,0.2390194854602991,0.8054323292999863,0.5,3,2.6306225838743575,0.4622581497706755,8.971802662908956,469.28882632179324
2.3299848545285125,1.8406327868857624,209.22735806432703,0.8723945633548149,0.09575419866335766,25.257699937828907,4,1.265860779580431,2.629649671795823,0.23213558404502146,0.760160929790159,0.9,0,2.4039291347818748,0.6825913654061564,13.407674836284485,520.4114665483704
1.9966462104925915,0.7242285397441603,106.16298379794152,0.6131162390692415,0.9225724049058001,74.83566706167112,0,2.756928374015643,1.9479088439951957,0.5644098993683617,0.15389990469377365,1.2,1,2.855146772667152,0.5135393311103589,2.0,433.2151251319296
0.8900466011060912,0.7623145344186727,105.37240985605057,0.15720388355695425,0.5684722021568196,59.81177845849232,1,1.167558220288722,1.1950528240131433,0.4391752324066316,0.14924946974147393,1.0,3,2.2438427372928165,0.47344089767152386,11.30806164984335,559.4446628161288
0.8899863008405067,1.5909770461105384,125.58964251663527,0.9623380574812068,0.36372552113568424,104.55561411726042,2,0.5593960660942634,1.836836784471137,0.5344954330931747,0.2681743677449133,0.5,2,2.0024781547547454,0.3367444731206629,16.242146819914236,614.1688269723188
0.6452090304204987,1.0645577321659179,141.38270347797632,0.5183654633353206,0.7565385834953067,8.6926017554367,0,0.6060817660943342,1.0457501251963077,0.7456596272242658,0.36107472634103716,1.2,0,2.099869195993284,0.5790096119400308,9.017243964056934,585.0920095804021
2.665440364437338,1.620407946823808,149.43744883944203,0.072898451871655,0.25736545840163405,79.04481166883953,0,1.6449193363078216,2.8515943217533226,0.07705916922106516,0.40845558140848254,1.2,3,2.464986502445603,0.39226148175530856,11.111256665666751,507.3661371572427
2.002787529358022,0.4111224678594549,195.54852686166868,0.6268329044150672,0.6935098370463204,92.73912102882953,1,4.871510768520413,1.0245980774264283,0.546972647274899,0.6796972168333452,1.0,3,2.4561053751803192,0.4843095243047145,9.19226063865018,513.6180483814983
2.2701814444901136,1.1288710292447532,89.63567346819202,0.2531989070128102,0.03971120757224722,92.34095545665531,1,2.0110193154739116,2.6037283595863534,0.08617404904703012,0.05668043216583544,1.0,1,2.3948793330192077,0.6509374505119224,2.65040357448791,524.9958816449365
0.5514612357395061,0.35714312031158046,85.89435971843129,0.8036934518773025,0.839408037609272,106.89850621598539,3,1.5440903222730364,0.057774313276603095,1.808379498231451,0.03467270422606641,0.8,4,1.5856750956277215,0.10097816999821038,23.293101206697678,700.0
2.9247746304049858,0.4065104458741027,146.62479570046452,0.8178220735661906,0.4481708470213185,88.83888042539182,4,7.1948326545852055,1.572958918084984,0.3800313967730352,0.3919105629439089,0.9,4,1.8632774828483012,0.08720075515795624,40.4166623627197,668.0355564870484
2.5811066020010545,1.8409436706854987,198.51782766345667,0.9789473558546619,0.6366929143579417,111.69815708948508,2,1.4020562622863668,2.767422150900895,0.36535999606152025,0.6971636921379805,0.5,0,2.2890381846256243,0.6796628660412172,12.09697033303535,543.6033253395092
1.0308477766956905,0.5367171308999118,112.88400830260204,0.5018695310245037,0.22123781980668367,43.25550897940252,4,1.920653762191774,0.9551052900643567,0.46129340311676165,0.1934353429564826,0.9,1,2.5297659179368748,0.45564946816663826,2.0,486.6150315078509
0.9545624180177515,1.205115159867869,189.0557618135628,0.45495687972773713,0.677073712658448,62.86908292642745,2,0.7920922828009328,1.3812085482251202,0.5241664792827417,0.6415044812562518,0.5,3,2.5175890303210644,0.4668286402518626,12.18870275739201,492.36093740276885
0.9585112746335845,0.998862524421201,124.17078344985092,0.7534756054464806,0.7722402758932766,6.619161277532427,0,0.9596027993832301,1.45183501473942,0.7794708818910953,0.2598281379402995,1.2,4,1.7074823504041685,0.06742965075924463,37.356143112054,700.0
1.2606056073988443,0.8904836546400325,230.6346384982978,0.13247065634192656,0.47321318688439873,5.8001225398784895,1,1.4156414896895881,1.2223430390400942,0.2815707622715002,0.8860861088135165,1.0,3,2.5702115517295603,0.4843961728243923,9.3538193981386,486.7139332646927
1.8118910790805947,1.8297166876683633,232.2672905253248,0.5469155137931242,0.6177269240617943,32.61456135192479,1,0.9902577220244495,2.300347776352366,0.3198154530779277,0.8956899442666164,1.0,0,2.503624183587999,0.6716151693616044,16.77257641136027,489.0759127174388
1.5798625466052894,0.3370997745183321,130.5388247278255,0.5462476001308509,0.45632592382239856,16.592827670994804,0,4.686631869934322,0.83729751553843,0.5230011633017357,0.2972872042813265,1.2,1,2.4589893054855274,0.5481989580154413,4.81532899006042,498.2171298545724
1.2280728504951048,1.4284424664985014,119.0989381737509,0.08947312281038722,0.8940913692578455,34.92430731261167,0,0.8597286060148039,2.080262697586745,0.3702461212161722,0.22999375396324057,1.2,0,2.2113324149470426,0.7696348434904252,13.136200698052933,572.9406488003423
2.0296322368059485,1.9377705381630357,149.92167525125933,0.41798408550691357,0.49786918051431917,25.3599788707657,2,1.0474058702172218,2.756000426807645,0.23084453935443763,0.41130397206623137,0.5,3,2.2723244812048775,0.35359043836400517,8.148895875048959,534.2248053372709
0.8487346516301046,1.2522859118851313,120.89036948062528,0.853284798567202,0.8418087090288189,8.279802856444547,0,0.67774830298335,1.57105069320462,0.8067952960726595,0.24053158518014872,1.2,2,2.204913051492002,0.30293753756994357,21.84390415797882,560.6076851749722
1.2303616213380453,1.8925981854562561,194.3052533595896,0.8561536219946603,0.8013520582702486,109.56997683669569,2,0.6500913034751944,2.068396487143364,0.53074832300398,0.6723838432917036,0.5,3,2.3922354088969073,0.3338840076380161,9.643645846588107,522.5646792376656
1.4159046082342293,0.3888383947862404,220.43099637320853,0.099237664919681,0.41050482134835653,5.9456601097225255,4,3.641370366762797,0.5412654924161084,0.28244602440065864,0.8260646845482855,0.9,1,2.9601350001000895,0.46928433687024124,6.181016175888923,423.09380178177105
1.64017496054259,1.0119486424260744,194.4256622549069,0.09072088274783086,0.23008449185747504,89.64944659876483,1,1.6208084993428005,1.7294094683311212,0.1209616981072116,0.6730921309112171,1.0,0,2.3266369091597854,0.7382164569405862,11.537413547291798,536.0984457888866
2.462939903482534,0.7422682446354869,220.1395760323894,0.2626954770019353,0.406082132559771,22.4970069957444,1,3.3181264607271928,1.7423093368371372,0.20865340990549636,0.8243504472493495,1.0,0,2.4029683040268566,0.6159841749227005,12.00302774538391,518.8395380459084
0.9991844553958993,1.5423956404672408,147.4886675752706,0.8747660625539935,0.8262173757752201,109.906406529954,1,0.6478133295898155,1.8289114266644126,0.6692621810730488,0.3969921622074741,1.0,0,2.218425024061605,0.5826041819931319,11.84892775265828,554.7548715185101
1.785586096034029,1.9682050538453193,106.57388502050634,0.12890258507349894,0.22763253581939236,107.67153305283686,4,0.9072154817128916,2.833965827550133,0.09498000998386678,0.1563169707088608,0.9,4,1.6119966946524982,0.08367412866822581,48.607382153409496,700.0
1.9810364221551062,0.7361011061552212,205.45166105759068,0.7199968026274463,0.5244363458577493,80.1986318324646,4,2.6912558690509103,1.5631960979290742,0.4579941705266041,0.7379509473975923,0.9,1,2.7361345731068325,0.5143305920512136,2.0,447.87789108683535
0.6161260317999944,1.4120968225059267,141.28066587406417,0.10116561961310322,0.8060967479607475,82.3069272270696,3,0.4363199619036098,1.2825664030119452,0.44731887605335424,0.36047450514155394,0.8,3,2.1471388486204734,0.3895155319859765,7.713305067714078,582.6404244308764
2.018862129753596,0.6367659756915582,194.11604028895255,0.6231378537478254,0.3534774751283788,5.614001326514183,2,3.1704930960876405,1.4749618692392903,0.36775304752714894,0.6712708252291326,0.5,1,2.811718637740849,0.43651317475280493,4.595097637380661,440.1267702898061
0.9263103092182288,1.2610614327717369,126.00947013690016,0.3560672991191448,0.6422096370026974,118.26023010306423,2,0.7345481236249171,1.6425861573019298,0.4563819294902557,0.27064394198176567,0.5,1,2.6452056871010114,0.5483511861936393,6.581260916260462,467.3817994574165
0.6626289824631988,1.0886852273701715,93.80903791713436,0.788913962965867,0.24563157404881453,105.95074941121865,3,0.6086506602682996,1.31431265053078,0.5907252571844969,0.08122963480667271,0.8,3,2.2255585594747322,0.39875541418983734,10.059436992094419,549.8150362142267
2.8722138431333333,1.952409060373613,248.73890523291976,0.2336904488253636,0.10927944536815992,107.93721595896058,1,1.4711127403719928,2.7775788912884174,0.07108739917149252,0.9925817954877633,1.0,0,2.5883220679498833,0.7970900816040383,14.207304065203372,490.1165864385891
